Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd IAT Mean,Bwd IAT Mean,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Init_Win_bytes_forward,Init_Win_bytes_backward,Active Mean,Idle Mean,Label
54865,3,2,0,12,0,6.0,0.0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3.0,0.0,0,0,0,0,1,0,40,0,666666.6667,0.0,6,6,6.0,0.0,9.0,6.0,0.0,33,-1,0,0,0
55054,109,1,1,6,6,6.0,0.0,6.0,0.0,110091.7431,18348.62385,109.0,0.0,0.0,0.0,0,0,0,0,1,1,20,20,9174.311927,9174.311927,6,6,6.0,0.0,9.0,6.0,6.0,29,256,0,0,0
55055,52,1,1,6,6,6.0,0.0,6.0,0.0,230769.2308,38461.53846,52.0,0.0,0.0,0.0,0,0,0,0,1,1,20,20,19230.76923,19230.76923,6,6,6.0,0.0,9.0,6.0,6.0,29,256,0,0,0
46236,34,1,1,6,6,6.0,0.0,6.0,0.0,352941.1765,58823.52941,34.0,0.0,0.0,0.0,0,0,0,0,1,1,20,20,29411.76471,29411.76471,6,6,6.0,0.0,9.0,6.0,6.0,31,329,0,0,0
54863,3,2,0,12,0,6.0,0.0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3.0,0.0,0,0,0,0,1,0,40,0,666666.6667,0.0,6,6,6.0,0.0,9.0,6.0,0.0,32,-1,0,0,0
54871,1022,2,0,12,0,6.0,0.0,0.0,0.0,11741.68297,1956.947162,1022.0,0.0,1022.0,0.0,0,0,0,0,1,0,40,0,1956.947162,0.0,6,6,6.0,0.0,9.0,6.0,0.0,32,-1,0,0,0
54925,4,2,0,12,0,6.0,0.0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4.0,0.0,0,0,0,0,1,0,40,0,500000.0,0.0,6,6,6.0,0.0,9.0,6.0,0.0,32,-1,0,0,0
54925,42,1,1,6,6,6.0,0.0,6.0,0.0,285714.2857,47619.04762,42.0,0.0,0.0,0.0,0,0,0,0,1,0,20,20,23809.52381,23809.52381,6,6,6.0,0.0,9.0,6.0,6.0,32,256,0,0,0
9282,4,2,0,12,0,6.0,0.0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4.0,0.0,0,0,0,0,1,0,40,0,500000.0,0.0,6,6,6.0,0.0,9.0,6.0,0.0,32,-1,0,0,0
55153,4,2,0,37,0,18.5,17.67766953,0.0,0.0,9250000.0,500000.0,4.0,0.0,4.0,0.0,0,1,0,0,1,0,40,0,500000.0,0.0,6,31,22.66666667,14.43375673,34.0,18.5,0.0,946,-1,0,0,0
55143,3,2,0,37,0,18.5,17.67766953,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3.0,0.0,0,1,0,0,1,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,34.0,18.5,0.0,980,-1,0,0,0
55144,1,2,0,37,0,18.5,17.67766953,0.0,0.0,37000000.0,2000000.0,1.0,0.0,1.0,0.0,0,1,0,0,1,0,40,0,2000000.0,0.0,6,31,22.66666667,14.43375673,34.0,18.5,0.0,980,-1,0,0,0
55145,4,2,0,37,0,18.5,17.67766953,0.0,0.0,9250000.0,500000.0,4.0,0.0,4.0,0.0,0,1,0,0,1,0,40,0,500000.0,0.0,6,31,22.66666667,14.43375673,34.0,18.5,0.0,980,-1,0,0,0
55254,3,3,0,43,0,14.33333333,14.43375673,0.0,0.0,14300000.0,1000000.0,1.5,0.707106781,1.5,0.0,0,0,0,0,1,0,60,0,1000000.0,0.0,6,31,12.25,12.5,16.33333333,14.33333333,0.0,946,-1,0,0,0
36206,54,1,1,0,0,0.0,0.0,0.0,0.0,0.0,37037.03704,54.0,0.0,0.0,0.0,0,0,0,0,1,1,32,32,18518.51852,18518.51852,0,0,0.0,0.0,0.0,0.0,0.0,939,1269,0,0,0
53524,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,0.0,0,0,0,0,1,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,130,-1,0,0,0
53524,154,1,1,0,0,0.0,0.0,0.0,0.0,0.0,12987.01299,154.0,0.0,0.0,0.0,0,0,0,0,1,0,32,32,6493.506494,6493.506494,0,0,0.0,0.0,0.0,0.0,0.0,130,65535,0,0,0
53526,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,0.0,0,0,0,0,1,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,130,-1,0,0,0
53526,118,1,1,0,0,0.0,0.0,0.0,0.0,0.0,16949.15254,118.0,0.0,0.0,0.0,0,0,0,0,1,0,32,32,8474.576271,8474.576271,0,0,0.0,0.0,0.0,0.0,0.0,130,65535,0,0,0
53527,239,1,1,0,0,0.0,0.0,0.0,0.0,0.0,8368.200837,239.0,0.0,0.0,0.0,0,0,0,0,1,0,32,32,4184.100418,4184.100418,0,0,0.0,0.0,0.0,0.0,0.0,130,65535,0,0,0
53528,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.5,0.707106781,0.5,0.0,0,0,0,0,1,0,96,0,3000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,130,-1,0,0,0
53527,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,0.0,0,0,0,0,1,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,130,-1,0,0,0
55035,4,2,0,248,0,124.0,131.5218613,0.0,0.0,62000000.0,500000.0,4.0,0.0,4.0,0.0,0,1,0,0,1,0,40,0,500000.0,0.0,31,217,155.0,107.3871501,232.5,124.0,0.0,237,-1,0,0,0
55275,5,3,0,254,0,84.66666667,115.283708,0.0,0.0,50800000.0,600000.0,2.5,2.121320344,2.5,0.0,0,1,0,0,1,0,60,0,600000.0,0.0,6,217,117.75,115.0575943,157.0,84.66666667,0.0,123,-1,0,0,0
55277,4,2,0,12,0,6.0,0.0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4.0,0.0,0,0,0,0,1,0,40,0,500000.0,0.0,6,6,6.0,0.0,9.0,6.0,0.0,35095,-1,0,0,0
8850,4,3,0,43,0,14.33333333,14.43375673,0.0,0.0,10800000.0,750000.0,2.0,1.414213562,2.0,0.0,0,0,0,0,1,0,60,0,750000.0,0.0,6,31,12.25,12.5,16.33333333,14.33333333,0.0,65,-1,0,0,0
43248,54,1,1,0,0,0.0,0.0,0.0,0.0,0.0,37037.03704,54.0,0.0,0.0,0.0,0,0,0,0,1,1,32,32,18518.51852,18518.51852,0,0,0.0,0.0,0.0,0.0,0.0,59,439,0,0,0
8678,42,3,0,43,0,14.33333333,14.43375673,0.0,0.0,1023809.524,71428.57143,21.0,25.45584412,21.0,0.0,0,0,0,0,1,0,60,0,71428.57143,0.0,6,31,12.25,12.5,16.33333333,14.33333333,0.0,64,-1,0,0,0
55063,4,2,0,37,0,18.5,17.67766953,0.0,0.0,9250000.0,500000.0,4.0,0.0,4.0,0.0,0,1,0,0,1,0,40,0,500000.0,0.0,6,31,22.66666667,14.43375673,34.0,18.5,0.0,60,-1,0,0,0
55203,3,2,0,37,0,18.5,17.67766953,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3.0,0.0,0,1,0,0,1,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,34.0,18.5,0.0,60,-1,0,0,0
55140,3,2,0,37,0,18.5,17.67766953,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3.0,0.0,0,1,0,0,1,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,34.0,18.5,0.0,62,-1,0,0,0
55180,737,2,1,37,6,18.5,17.67766953,6.0,0.0,58344.64043,4070.556309,368.5,310.4198769,737.0,0.0,0,1,0,0,1,0,40,20,2713.704206,1356.852103,6,31,18.5,14.43375673,24.66666667,18.5,6.0,62,0,0,0,0
55156,3,2,0,37,0,18.5,17.67766953,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3.0,0.0,0,1,0,0,1,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,34.0,18.5,0.0,62,-1,0,0,0
55096,3,2,0,37,0,18.5,17.67766953,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3.0,0.0,0,1,0,0,1,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,34.0,18.5,0.0,60,-1,0,0,0
55085,3,2,0,37,0,18.5,17.67766953,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3.0,0.0,0,1,0,0,1,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,34.0,18.5,0.0,62,-1,0,0,0
8689,276,3,0,43,0,14.33333333,14.43375673,0.0,0.0,155797.1014,10869.56522,138.0,192.3330445,138.0,0.0,0,0,0,0,1,0,60,0,10869.56522,0.0,6,31,12.25,12.5,16.33333333,14.33333333,0.0,62,-1,0,0,0
8817,3,2,0,12,0,6.0,0.0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3.0,0.0,0,0,0,0,1,0,40,0,666666.6667,0.0,6,6,6.0,0.0,9.0,6.0,0.0,40905,-1,0,0,0
8816,3,2,0,12,0,6.0,0.0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3.0,0.0,0,0,0,0,1,0,40,0,666666.6667,0.0,6,6,6.0,0.0,9.0,6.0,0.0,40905,-1,0,0,0
8886,1,2,0,12,0,6.0,0.0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1.0,0.0,0,0,0,0,1,0,40,0,2000000.0,0.0,6,6,6.0,0.0,9.0,6.0,0.0,5114,-1,0,0,0
60350,105,1,1,6,6,6.0,0.0,6.0,0.0,114285.7143,19047.61905,105.0,0.0,0.0,0.0,0,0,0,0,1,1,20,20,9523.809524,9523.809524,6,6,6.0,0.0,9.0,6.0,6.0,1024,274,0,0,0
60346,66,1,1,6,6,6.0,0.0,6.0,0.0,181818.1818,30303.0303,66.0,0.0,0.0,0.0,0,0,0,0,1,1,20,20,15151.51515,15151.51515,6,6,6.0,0.0,9.0,6.0,6.0,1024,274,0,0,0
60352,68,1,1,6,6,6.0,0.0,6.0,0.0,176470.5882,29411.76471,68.0,0.0,0.0,0.0,0,0,0,0,1,1,20,20,14705.88235,14705.88235,6,6,6.0,0.0,9.0,6.0,6.0,1024,320,0,0,0
8833,48,2,0,12,0,6.0,0.0,0.0,0.0,250000.0,41666.66667,48.0,0.0,48.0,0.0,0,0,0,0,1,0,40,0,41666.66667,0.0,6,6,6.0,0.0,9.0,6.0,0.0,23,-1,0,0,0
9331,3,2,0,12,0,6.0,0.0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3.0,0.0,0,0,0,0,1,0,40,0,666666.6667,0.0,6,6,6.0,0.0,9.0,6.0,0.0,360,-1,0,0,0
9175,3,2,0,12,0,6.0,0.0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3.0,0.0,0,0,0,0,1,0,40,0,666666.6667,0.0,6,6,6.0,0.0,9.0,6.0,0.0,385,-1,0,0,0
8693,16,1,1,6,6,6.0,0.0,6.0,0.0,750000.0,125000.0,16.0,0.0,0.0,0.0,0,0,0,0,1,1,20,20,62500.0,62500.0,6,6,6.0,0.0,9.0,6.0,6.0,351,258,0,0,0
8695,63,1,1,6,6,6.0,0.0,6.0,0.0,190476.1905,31746.03175,63.0,0.0,0.0,0.0,0,0,0,0,1,1,20,20,15873.01587,15873.01587,6,6,6.0,0.0,9.0,6.0,6.0,360,255,0,0,0
8690,17,1,1,6,6,6.0,0.0,6.0,0.0,705882.3529,117647.0588,17.0,0.0,0.0,0.0,0,0,0,0,1,1,20,20,58823.52941,58823.52941,6,6,6.0,0.0,9.0,6.0,6.0,360,255,0,0,0
8694,123,1,1,6,6,6.0,0.0,6.0,0.0,97560.97561,16260.1626,123.0,0.0,0.0,0.0,0,0,0,0,1,1,20,20,8130.081301,8130.081301,6,6,6.0,0.0,9.0,6.0,6.0,360,255,0,0,0
80,444561,3,5,26,11607,8.666666667,10.26320288,2321.4,3327.769794,26167.3876,17.99528074,63508.71429,167471.0432,438.0,111127.25,0,0,0,1,0,0,72,112,6.748230277,11.24705046,0,7215,1292.555556,2650.585648,1454.125,8.666666667,2321.4,8192,229,0,0,1
80,6466374,4,0,24,0,6.0,0.0,0.0,0.0,3.711508181,0.618584697,2155458.0,3731633.45,2155458.0,0.0,0,0,0,0,1,0,80,0,0.618584697,0.0,6,6,6.0,0.0,7.5,6.0,0.0,256,-1,1997,6464377,1
80,444629,3,5,26,11607,8.666666667,10.26320288,2321.4,3173.373883,26163.38565,17.9925286,63518.42857,167496.7255,458.5,111124.0,0,0,0,1,0,0,72,112,6.747198226,11.24533038,0,5840,1292.555556,2554.159212,1454.125,8.666666667,2321.4,8192,229,0,0,1
80,6465089,5,0,30,0,6.0,0.0,0.0,0.0,4.640307349,0.773384558,1616272.25,3231880.533,1616272.25,0.0,0,0,0,0,1,0,100,0,0.773384558,0.0,6,6,6.0,0.0,7.2,6.0,0.0,256,-1,996,6464093,1
80,444662,3,4,26,11607,8.666666667,10.26320288,2901.75,5795.50069,26161.44397,15.74229415,74110.33333,180994.7374,431.5,148205.0,0,0,0,1,0,0,72,92,6.746697492,8.995596655,0,11595,1454.125,4097.537534,1661.857143,8.666666667,2901.75,8192,229,0,0,1
80,6463784,4,0,24,0,6.0,0.0,0.0,0.0,3.71299536,0.61883256,2154594.667,3730999.708,2154594.667,0.0,0,0,0,0,1,0,80,0,0.61883256,0.0,6,6,6.0,0.0,7.5,6.0,0.0,256,-1,1002,6462782,1
80,431186,3,5,26,11607,8.666666667,10.26320288,2321.4,3327.769794,26979.07632,18.55347808,61598.0,162438.8292,508.5,107785.0,0,0,0,1,0,0,72,112,6.957554281,11.5959238,0,7215,1292.555556,2650.585648,1454.125,8.666666667,2321.4,8192,229,0,0,1
80,6463847,5,0,30,0,6.0,0.0,0.0,0.0,4.641198964,0.773533161,1615961.75,3230835.559,1615961.75,0.0,0,0,0,0,1,0,100,0,0.773533161,0.0,6,6,6.0,0.0,7.2,6.0,0.0,256,-1,1632,6462215,1
80,429800,3,5,26,11607,8.666666667,10.26320288,2321.4,4413.201989,27066.07725,18.61330852,61400.0,161909.1881,473.0,107438.25,0,0,0,1,0,0,72,112,6.979990693,11.63331782,0,10135,1292.555556,3350.634907,1454.125,8.666666667,2321.4,8192,229,0,0,1
80,6464412,4,0,24,0,6.0,0.0,0.0,0.0,3.712634653,0.618772442,2154804.0,3731368.346,2154804.0,0.0,0,0,0,0,1,0,80,0,0.618772442,0.0,6,6,6.0,0.0,7.5,6.0,0.0,256,-1,995,6463417,1
80,450162,3,7,26,11601,8.666666667,10.26320288,1657.285714,1561.969346,25828.47953,22.2142251,50018.0,145067.5457,6480.5,75018.83333,0,0,0,1,0,0,72,152,6.66426753,15.54995757,0,4380,1057.0,1468.855269,1162.7,8.666666667,1657.285714,8192,229,0,0,1
80,6164860,5,0,30,0,6.0,0.0,0.0,0.0,4.866290556,0.811048426,1541215.0,3081104.035,1541215.0,0.0,0,0,0,0,1,0,100,0,0.811048426,0.0,6,6,6.0,0.0,7.2,6.0,0.0,256,-1,1989,6162871,1
80,450025,3,6,26,11601,8.666666667,10.26320288,1933.5,1757.789948,25836.34243,19.99888895,56253.125,153789.6537,6445.5,89991.8,0,0,0,1,0,0,72,132,6.666296317,13.33259263,0,4380,1162.7,1645.241762,1291.888889,8.666666667,1933.5,8192,229,0,0,1
80,6165881,5,0,30,0,6.0,0.0,0.0,0.0,4.865484754,0.810914126,1541470.25,3080947.941,1541470.25,0.0,0,0,0,0,1,0,100,0,0.810914126,0.0,6,6,6.0,0.0,7.2,6.0,0.0,256,-1,2989,6162892,1
80,450945,3,4,26,11601,8.666666667,10.26320288,2900.25,3540.00286,25783.63215,15.52295735,75157.5,177672.7366,6497.5,150297.6667,0,0,0,1,0,0,72,92,6.652696005,8.87026134,0,7215,1453.375,2786.259804,1661.0,8.666666667,2900.25,8192,229,0,0,1
80,6162869,5,0,30,0,6.0,0.0,0.0,0.0,4.867862679,0.811310446,1540717.25,3080765.869,1540717.25,0.0,0,0,0,0,1,0,100,0,0.811310446,0.0,6,6,6.0,0.0,7.2,6.0,0.0,256,-1,1003,6161866,1
80,769444,3,6,26,11607,8.666666667,10.26320288,1934.5,2538.919278,15118.70909,11.69675766,96180.5,271572.1189,402.0,153880.4,0,0,0,1,0,0,72,132,3.89891922,7.797838439,0,5840,1163.3,2138.329153,1292.555556,8.666666667,1934.5,8192,229,0,0,1
80,5836021,5,0,30,0,6.0,0.0,0.0,0.0,5.140488699,0.856748117,1459005.25,2917347.204,1459005.25,0.0,0,0,0,0,1,0,100,0,0.856748117,0.0,6,6,6.0,0.0,7.2,6.0,0.0,256,-1,995,5835026,1
80,769689,3,4,26,11607,8.666666667,10.26320288,2901.75,5795.50069,15113.89665,9.094582357,128281.5,313700.1258,402.5,256551.0,0,0,0,1,0,0,72,92,3.897678153,5.196904204,0,11595,1454.125,4097.537534,1661.857143,8.666666667,2901.75,8192,229,0,0,1
80,5833964,5,0,30,0,6.0,0.0,0.0,0.0,5.142301187,0.857050198,1458491.0,2915636.039,1458491.0,0.0,0,0,0,0,1,0,100,0,0.857050198,0.0,6,6,6.0,0.0,7.2,6.0,0.0,256,-1,2019,5831945,1
80,769271,3,6,26,11607,8.666666667,10.26320288,1934.5,2177.344966,15122.10911,11.69938812,96158.875,271620.8401,356.5,153841.4,0,0,0,1,0,0,72,132,3.899796041,7.799592081,0,4380,1163.3,1903.962654,1292.555556,8.666666667,1934.5,8192,229,0,0,1
80,5834853,4,0,24,0,6.0,0.0,0.0,0.0,4.113214163,0.685535694,1944951.0,3368749.62,1944951.0,0.0,0,0,0,0,1,0,80,0,0.685535694,0.0,6,6,6.0,0.0,7.5,6.0,0.0,256,-1,5,5834848,1
80,769485,3,4,26,11607,8.666666667,10.26320288,2901.75,5795.50069,15117.90353,9.096993444,128247.5,313744.6763,378.5,256478.3333,0,0,0,1,0,0,72,92,3.898711476,5.198281968,0,11595,1454.125,4097.537534,1661.857143,8.666666667,2901.75,8192,229,0,0,1
80,5831910,4,0,24,0,6.0,0.0,0.0,0.0,4.115289845,0.685881641,1943970.0,3366172.367,1943970.0,0.0,0,0,0,0,1,0,80,0,0.685881641,0.0,6,6,6.0,0.0,7.5,6.0,0.0,256,-1,1019,5830891,1
80,758952,3,5,26,11607,8.666666667,10.26320288,2321.4,4413.201989,15327.71506,10.54085107,108421.7143,286404.5687,367.0,189728.5,0,0,0,1,0,0,72,112,3.952819151,6.588031918,0,10135,1292.555556,3350.634907,1454.125,8.666666667,2321.4,8192,229,0,0,1
80,5821928,5,0,30,0,6.0,0.0,0.0,0.0,5.152932156,0.858822026,1455482.0,2910300.038,1455482.0,0.0,0,0,0,0,1,0,100,0,0.858822026,0.0,6,6,6.0,0.0,7.2,6.0,0.0,256,-1,996,5820932,1
80,634357,3,5,26,11607,8.666666667,10.26320288,2321.4,4413.201989,18338.25433,12.61119527,90622.42857,238851.0782,769.5,158549.0,0,0,0,1,0,0,72,112,4.729198227,7.881997046,0,10135,1292.555556,3350.634907,1454.125,8.666666667,2321.4,8192,229,0,0,1
80,5820863,5,0,30,0,6.0,0.0,0.0,0.0,5.153874949,0.858979158,1455215.75,2909093.653,1455215.75,0.0,0,0,0,0,1,0,100,0,0.858979158,0.0,6,6,6.0,0.0,7.2,6.0,0.0,256,-1,2007,5818856,1
80,634280,3,5,26,11607,8.666666667,10.26320288,2321.4,4455.182578,18340.48054,12.61272624,90611.42857,238837.5024,735.0,158564.75,0,0,0,1,0,0,72,112,4.72977234,7.8829539,0,10220,1292.555556,3378.299021,1454.125,8.666666667,2321.4,8192,229,0,0,1
80,5822878,5,0,30,0,6.0,0.0,0.0,0.0,5.152091457,0.85868191,1455719.5,2908101.289,1455719.5,0.0,0,0,0,0,1,0,100,0,0.85868191,0.0,6,6,6.0,0.0,7.2,6.0,0.0,256,-1,5008,5817870,1
80,634183,3,6,26,11607,8.666666667,10.26320288,1934.5,2538.919278,18343.28577,14.19148732,79272.875,223404.883,710.0,126807.4,0,0,0,1,0,0,72,132,4.730495772,9.460991543,0,5840,1163.3,2138.329153,1292.555556,8.666666667,1934.5,8192,229,0,0,1
80,5820910,5,0,30,0,6.0,0.0,0.0,0.0,5.153833335,0.858972223,1455227.5,2907786.278,1455227.5,0.0,0,0,0,0,1,0,100,0,0.858972223,0.0,6,6,6.0,0.0,7.2,6.0,0.0,256,-1,4004,5816906,1
80,634178,3,4,26,11607,8.666666667,10.26320288,2901.75,5795.50069,18343.43039,11.03791049,105696.3333,258028.9024,733.5,211344.6667,0,0,0,1,0,0,72,92,4.730533068,6.307377424,0,11595,1454.125,4097.537534,1661.857143,8.666666667,2901.75,8192,229,0,0,1
80,5818909,5,0,30,0,6.0,0.0,0.0,0.0,5.15560563,0.859267605,1454727.25,2908789.871,1454727.25,0.0,0,0,0,0,1,0,100,0,0.859267605,0.0,6,6,6.0,0.0,7.2,6.0,0.0,256,-1,997,5817912,1
80,635751,3,6,26,11607,8.666666667,10.26320288,1934.5,2538.919278,18298.04436,14.15648579,79468.875,223892.2391,720.5,127143.2,0,0,0,1,0,0,72,132,4.718828598,9.437657196,0,5840,1163.3,2138.329153,1292.555556,8.666666667,1934.5,8192,229,0,0,1
80,634144,3,6,26,11607,8.666666667,10.26320288,1934.5,2177.344966,18344.41389,14.19236009,79268.0,223502.6124,653.5,126824.4,0,0,0,1,0,0,72,132,4.730786698,9.461573397,0,4380,1163.3,1903.962654,1292.555556,8.666666667,1934.5,8192,229,0,0,1
80,5817883,4,0,24,0,6.0,0.0,0.0,0.0,4.125211868,0.687535311,1939294.333,3358951.986,1939294.333,0.0,0,0,0,0,1,0,80,0,0.687535311,0.0,6,6,6.0,0.0,7.5,6.0,0.0,256,-1,5,5817878,1
